StudyID,NodeID,Description,LOPATarget,LOPATargetDiscussion,Status,CreatedDate,CreatedBy,FrequencyEstimation,ApproxLatitude,ApproxLongitude,StudyForInhalation,StudyForFire,ReliefCalculation,StoragePressure,StorageTemperature,ExitPressure,ExitTemperature,ReliefRate,CatastrophicRelease,DischargeDiameter,ReleaseElevation,ReleaseOrientation,RelievingPhase,MaximumVolume,MolarComposition,Basis,MaximumMass,AvailablePoolArea,IndoorRelease,LOPAID,CapitalProject,ProcessingLog,DistNonProcPlantPop,ProcAreaPopDensity,Site,IncludeDiagnostics,PersonnelAtReleaseElevation,WeatherCondition,NightProcAreaPopDensity,ProductionRoomVol,ProductionRoomACH,ProductionRoomVentDiameter,ProductionRoomVentOrientation,ProductionRoomVentElevation
104,26,11 - Hydrazine Relief - Day and Night Occupancy - Calculating Average Occupancy,,,20,2023-10-19 13:01:51.080,u773253,0.0,36.523497,-82.552161,True,True,True,,,2.0,113.0,10000.0,False,6.0,3.0,0,1,,False,Mass,90000.0,,False,,,,230.0,2.1667,Kingsport,False,False,both,2.1667,,,,,
105,26,12 - Hydrazine Relief - Day and Night Occupancy - Calculating Average Occupancy - Different Day and Night Occupancy for On-Site,,,20,2023-10-19 13:01:56.247,u773253,0.0,36.523497,-82.552161,True,True,True,,,2.0,113.0,10000.0,False,6.0,3.0,0,1,,False,Mass,90000.0,,False,,,,230.0,2.1667,Kingsport,False,False,both,0.833,,,,,
106,27,"Catastrophic Rupture - A distillation column, rated for 15 psig, is separating methanol and ethylene glycol using 600 psig steam. - EG and Methanol - 205 C - Normal Base Operations",,,20,2023-10-19 13:02:00.463,u773253,0.0,,,True,True,False,15.0,208.0,,,,True,,0.0,0,0,,False,Mass,3000.0,80.0,False,,,,200.0,5.0,Kingsport,True,False,night,,,,,,
107,27,"Catastrophic Rupture - A distillation column, rated for 15 psig, is separating methanol and ethylene glycol using 600 psig steam. - Methanol - 68 C - Normal Column Operation",,,20,2023-10-19 13:02:02.150,u773253,0.0,36.5,-82.5,True,True,False,15.0,68.0,,,,True,,0.0,0,0,,False,Mass,1000.0,80.0,False,,,,200.0,5.0,Kingsport,False,False,night,,,,,,
108,27,"Catastrophic Rupture - A distillation column, rated for 15 psig, is separating methanol and ethylene glycol using 600 psig steam. - Methanol - 68 C - Normal Column Operation - COPY - 04/24/2023 14:53:34 -04:00",,,100,2023-10-19 13:02:06.103,u773253,0.0,36.5,-82.5,True,True,False,15.0,68.0,,,,True,,0.0,0,0,,False,Mass,1000.0,80.0,False,,,,200.0,5.0,,False,False,night,,,,,,
109,27,"Catastrophic Rupture - A distillation column, rated for 15 psig, is separating methanol and ethylene glycol using 600 psig steam. - Methanol - 68 C - Normal Column Operation - COPY - 04/24/2023 14:53:34 -04:00 - COPY - 04/25/2023 10:20:45 -04:00",,,20,2023-10-19 13:02:06.410,u773253,0.0,36.5,-82.5,True,True,False,15.0,68.0,,,,True,,0.0,0,0,,False,Mass,1000.0,80.0,False,,,,200.0,5.0,,False,False,night,,,,,,
110,27,2 - Methanol Tank Failure,,,20,2023-10-19 13:02:09.077,u773253,0.0,,,True,True,False,1.0,25.0,,,,True,,0.0,0,0,300.0,False,Volume,,300.0,False,,,,40.0,3.0,,False,False,night,,,,,,
111,27,3 - Exothermic Reaction - Vessel Rupture due to loss of cooling - Based on Reactants - Rupture 1xMAWP,,,20,2023-10-19 13:02:10.717,u773253,0.0,,,True,True,False,100.0,211.0,,,,True,,0.0,0,0,,False,Mass,6020.0,200.0,False,,,,75.0,8.0,,False,False,night,,,,,,
112,27,3 - PROD - Exothermic Reaction - Vessel Rupture due to loss of cooling - Based on Products - Rupture 1xMAWP - COPY - 04/25/2023 14:46:25 -04:00,,,100,2023-10-19 13:02:15.783,u773253,0.0,,,True,True,False,100.0,211.0,,,,True,,0.0,0,0,,False,Mass,6020.0,200.0,False,,,,75.0,8.0,,False,False,night,,,,,,
113,27,4 - Nat Gas Release - 300 psig,,,20,2023-10-19 13:02:16.153,u773253,0.0,,,False,True,False,300.0,25.0,,,,False,2.0,3.0,0,0,,False,Mass,1000000.0,,False,,,,75.0,0.375,,False,False,night,,,,,,
114,27,5 - Column Failure,,,20,2023-10-19 13:02:19.617,u773253,0.0,,,True,True,False,300.0,180.0,,,,True,,0.0,0,0,,False,Mass,25000.0,40.0,False,,,,100.0,5.0,,False,False,night,,,,,,
115,27,3 - Exothermic Reaction - Vessel Rupture due to loss of cooling - Based on Solvent - Rupture 4xMAWP,,,20,2023-10-19 13:02:21.510,u773253,0.0,,,True,True,False,100.0,289.37,,,,True,,0.0,0,0,,False,Mass,5000.0,200.0,False,,,,75.0,8.0,,False,False,night,,,,,,
116,28,0 - Step-thru example - cl2 test,,,20,2023-10-19 13:02:24.953,u887355,0.0,36.53,-82.55,True,False,False,100.0,25.0,,,,False,5.0,0.0,0,0,10.0,False,Volume,,,False,,,,100.0,10.0,Kingsport,False,False,night,,,,,,
117,28,1 - Hydrazine Relief,,,20,2023-10-19 13:02:28.363,u887355,0.0,36.523497,-82.552161,True,True,True,,,2.0,113.0,10000.0,False,6.0,3.0,0,1,,False,Mass,90000.0,,False,,,,230.0,5.0,Kingsport,True,False,night,,,,,,
118,28,2 - Hydrazine Process Vessel - Leak Uncontained,,,20,2023-10-19 13:02:50.197,u887355,0.0,36.523497,-82.552161,True,True,False,100.0,170.0,2.0,113.0,10000.0,False,3.0,0.0,0,0,,False,Mass,90000.0,,False,,,,230.0,5.0,Kingsport,False,False,night,,,,,,
119,28,3 - Hydrazine Process Vessel - Leak Contained - 80 m2,,,20,2023-10-19 13:02:58.003,u887355,0.0,36.523497,-82.552161,True,True,False,100.0,170.0,2.0,113.0,10000.0,False,3.0,0.0,0,0,,False,Mass,90000.0,80.0,False,,,,230.0,5.0,Kingsport,False,False,night,,,,,,
120,28,4 - Hydrazine Leak - Restrict Target to Moderate or Better,,,20,2023-10-19 13:03:10.450,u887355,0.0,36.523497,-82.552161,True,True,False,100.0,170.0,,,,False,1.0,0.0,0,0,,False,Mass,90000.0,1.0,False,,,,230.0,5.0,Kingsport,False,False,night,,,,,,
121,28,5 - Ammonia addition to Benzene Storage,,,20,2023-10-19 13:03:28.053,u887355,0.0,36.527292,-82.545278,True,True,False,125.0,25.0,,,,False,20.0,0.0,0,0,400.0,False,Volume,,,False,,,,445.0,10.0,Kingsport,False,False,night,,,,,,
122,28,6 - Ammonia addition to Benzene Storage - Less Ammonia Added than Ex 5,,,20,2023-10-19 13:03:35.713,u887355,0.0,36.527292,-82.545278,True,True,True,125.0,25.0,1.0,25.0,3000.0,False,3.0,5.0,0,0,400.0,False,Mass,137500.0,,False,,,,445.0,10.0,Kingsport,False,False,night,,,,,,
123,28,Ex 7 – Tank Failure on Production Floor - Acetic Acid,,,20,2023-10-19 13:03:45.293,u887355,0.0,36.516488,-82.534856,True,True,False,1.0,25.0,,,,True,,0.0,0,0,100.0,False,Volume,,,False,,,,240.0,5.0,Kingsport,False,False,night,,,,,,
124,28,Ex 8 – Tank Relief inside Production Area - Acetic Acid,,,20,2023-10-19 13:03:51.100,u887355,0.0,36.516488,-82.534856,True,True,True,1.0,25.0,1.0,170.0,8300.0,False,6.0,5.0,0,1,100.0,False,Volume,,,False,,,,240.0,5.0,Kingsport,False,False,night,,,,,,
125,28,Ex 9 – Tank Relief inside Production Area - Acetic Acid - By Mass,,,20,2023-10-19 13:03:55.590,u887355,0.0,36.516488,-82.534856,True,True,True,1.0,25.0,1.0,170.0,8300.0,False,6.0,5.0,0,1,100.0,False,Mass,176.0,,False,,,,240.0,5.0,Kingsport,False,False,night,,,,,,
126,28,10_prev - Group Exercise – Loss of Condensing,,,20,2023-10-19 13:04:04.427,u887355,0.0,36.523593,-82.537809,True,True,True,,,1.0,187.0,60000.0,False,5.0,15.0,6,0,,False,Mass,60000.0,,False,,,,150.0,10.0,Kingsport,True,False,night,,,,,,
127,28,11_prev - Group Exercise Loss of Condensing,,,20,2023-10-19 13:04:08.510,u887355,0.0,36.523593,-82.537809,True,True,True,,,1.0,100.0,6500.0,False,4.0,28.0,6,0,,True,Mass,100000.0,,False,,,,150.0,10.0,Kingsport,True,False,night,,,,,,
128,28,12_prev - Group Exercise Loss of Condensing - Leaks at 2xMAWP,,,20,2023-10-19 13:04:12.400,u887355,0.0,36.523593,-82.537809,True,True,False,50.0,114.0,1.0,100.0,6500.0,False,1.0,0.0,0,0,125.0,False,Volume,100000.0,,False,,,,150.0,10.0,,False,False,night,,,,,,
129,28,13_prev - Group Exercise Loss of Condensing - Rupture at 4xMAWP,,,20,2023-10-19 13:04:16.653,u887355,0.0,36.523593,-82.537809,True,True,False,100.0,137.0,1.0,100.0,6500.0,True,1.0,0.0,0,0,125.0,False,Volume,100000.0,,False,,,,150.0,10.0,,False,False,night,,,,,,
130,28,10 - Hydrazine Relief - Day and Night Occupancy,,,20,2023-10-19 13:04:17.730,u887355,0.0,36.523497,-82.552161,True,True,True,,,2.0,113.0,10000.0,False,6.0,3.0,0,1,,False,Mass,90000.0,,False,,,,230.0,5.0,Kingsport,False,False,both,1.0,,,,,
131,28,11 - Hydrazine Relief - Day and Night Occupancy - Calculating Average Occupancy,,,20,2023-10-19 13:04:25.143,u887355,0.0,36.523497,-82.552161,True,True,True,,,2.0,113.0,10000.0,False,6.0,3.0,0,1,,False,Mass,90000.0,,False,,,,230.0,2.1667,Kingsport,False,False,both,2.1667,,,,,
132,28,12 - Hydrazine Relief - Day and Night Occupancy - Calculating Average Occupancy - Different Day and Night Occupancy for On-Site,,,20,2023-10-19 13:04:31.107,u887355,0.0,36.523497,-82.552161,True,True,True,,,2.0,113.0,10000.0,False,6.0,3.0,0,1,,False,Mass,90000.0,,False,,,,230.0,2.1667,Kingsport,False,False,both,0.833,,,,,
133,29,"Catastrophic Rupture - A distillation column, rated for 15 psig, is separating methanol and ethylene glycol using 600 psig steam. - EG and Methanol - 205 C - Normal Base Operations",,,20,2023-10-19 13:04:35.373,u887355,0.0,,,True,True,False,15.0,208.0,,,,True,,0.0,0,0,,False,Mass,3000.0,80.0,False,,,,200.0,5.0,Kingsport,True,False,night,,,,,,
134,29,"Catastrophic Rupture - A distillation column, rated for 15 psig, is separating methanol and ethylene glycol using 600 psig steam. - Methanol - 68 C - Normal Column Operation",,,20,2023-10-19 13:04:37.273,u887355,0.0,36.5,-82.5,True,True,False,15.0,68.0,,,,True,,0.0,0,0,,False,Mass,1000.0,80.0,False,,,,200.0,5.0,Kingsport,False,False,night,,,,,,
135,29,"Catastrophic Rupture - A distillation column, rated for 15 psig, is separating methanol and ethylene glycol using 600 psig steam. - Methanol - 68 C - Normal Column Operation - COPY - 04/24/2023 14:53:34 -04:00",,,100,2023-10-19 13:04:41.630,u887355,0.0,36.5,-82.5,True,True,False,15.0,68.0,,,,True,,0.0,0,0,,False,Mass,1000.0,80.0,False,,,,200.0,5.0,,False,False,night,,,,,,
136,29,"Catastrophic Rupture - A distillation column, rated for 15 psig, is separating methanol and ethylene glycol using 600 psig steam. - Methanol - 68 C - Normal Column Operation - COPY - 04/24/2023 14:53:34 -04:00 - COPY - 04/25/2023 10:20:45 -04:00",,,20,2023-10-19 13:04:41.980,u887355,0.0,36.5,-82.5,True,True,False,15.0,68.0,,,,True,,0.0,0,0,,False,Mass,1000.0,80.0,False,,,,200.0,5.0,,False,False,night,,,,,,
137,29,2 - Methanol Tank Failure,,,20,2023-10-19 13:04:44.923,u887355,0.0,,,True,True,False,1.0,25.0,,,,True,,0.0,0,0,300.0,False,Volume,,300.0,False,,,,40.0,3.0,,False,False,night,,,,,,
138,29,3 - Exothermic Reaction - Vessel Rupture due to loss of cooling - Based on Reactants - Rupture 1xMAWP,,,20,2023-10-19 13:04:46.560,u887355,0.0,,,True,True,False,100.0,211.0,,,,True,,0.0,0,0,,False,Mass,6020.0,200.0,False,,,,75.0,8.0,,False,False,night,,,,,,
139,29,3 - PROD - Exothermic Reaction - Vessel Rupture due to loss of cooling - Based on Products - Rupture 1xMAWP - COPY - 04/25/2023 14:46:25 -04:00,,,100,2023-10-19 13:04:52.003,u887355,0.0,,,True,True,False,100.0,211.0,,,,True,,0.0,0,0,,False,Mass,6020.0,200.0,False,,,,75.0,8.0,,False,False,night,,,,,,
140,29,4 - Nat Gas Release - 300 psig,,,20,2023-10-19 13:04:52.397,u887355,0.0,,,False,True,False,300.0,25.0,,,,False,2.0,3.0,0,0,,False,Mass,1000000.0,,False,,,,75.0,0.375,,False,False,night,,,,,,
141,29,5 - Column Failure,,,20,2023-10-19 13:04:56.183,u887355,0.0,,,True,True,False,300.0,180.0,,,,True,,0.0,0,0,,False,Mass,25000.0,40.0,False,,,,100.0,5.0,,False,False,night,,,,,,
142,29,3 - Exothermic Reaction - Vessel Rupture due to loss of cooling - Based on Solvent - Rupture 4xMAWP,,,20,2023-10-19 13:04:58.207,u887355,0.0,,,True,True,False,100.0,289.37,,,,True,,0.0,0,0,,False,Mass,5000.0,200.0,False,,,,75.0,8.0,,False,False,night,,,,,,
143,30,0 - Step-thru example - cl2 test,,,20,2023-10-19 13:05:01.563,u887355,0.0,36.53,-82.55,True,False,False,100.0,25.0,,,,False,5.0,0.0,0,0,10.0,False,Volume,,,False,,,,100.0,10.0,Kingsport,False,False,night,,,,,,
144,30,1 - Hydrazine Relief,,,20,2023-10-19 13:05:05.080,u887355,0.0,36.523497,-82.552161,True,True,True,,,2.0,113.0,10000.0,False,6.0,3.0,0,1,,False,Mass,90000.0,,False,,,,230.0,5.0,Kingsport,True,False,night,,,,,,
145,30,2 - Hydrazine Process Vessel - Leak Uncontained,,,20,2023-10-19 13:05:28.790,u887355,0.0,36.523497,-82.552161,True,True,False,100.0,170.0,2.0,113.0,10000.0,False,3.0,0.0,0,0,,False,Mass,90000.0,,False,,,,230.0,5.0,Kingsport,False,False,night,,,,,,
146,30,3 - Hydrazine Process Vessel - Leak Contained - 80 m2,,,20,2023-10-19 13:05:37.603,u887355,0.0,36.523497,-82.552161,True,True,False,100.0,170.0,2.0,113.0,10000.0,False,3.0,0.0,0,0,,False,Mass,90000.0,80.0,False,,,,230.0,5.0,Kingsport,False,False,night,,,,,,
147,30,4 - Hydrazine Leak - Restrict Target to Moderate or Better,,,20,2023-10-19 13:05:53.010,u887355,0.0,36.523497,-82.552161,True,True,False,100.0,170.0,,,,False,1.0,0.0,0,0,,False,Mass,90000.0,1.0,False,,,,230.0,5.0,Kingsport,False,False,night,,,,,,
148,30,5 - Ammonia addition to Benzene Storage,,,20,2023-10-19 13:06:13.143,u887355,0.0,36.527292,-82.545278,True,True,False,125.0,25.0,,,,False,20.0,0.0,0,0,400.0,False,Volume,,,False,,,,445.0,10.0,Kingsport,False,False,night,,,,,,
149,30,6 - Ammonia addition to Benzene Storage - Less Ammonia Added than Ex 5,,,20,2023-10-19 13:06:21.930,u887355,0.0,36.527292,-82.545278,True,True,True,125.0,25.0,1.0,25.0,3000.0,False,3.0,5.0,0,0,400.0,False,Mass,137500.0,,False,,,,445.0,10.0,Kingsport,False,False,night,,,,,,
150,30,Ex 7 – Tank Failure on Production Floor - Acetic Acid,,,20,2023-10-19 13:06:32.780,u887355,0.0,36.516488,-82.534856,True,True,False,1.0,25.0,,,,True,,0.0,0,0,100.0,False,Volume,,,False,,,,240.0,5.0,Kingsport,False,False,night,,,,,,
151,30,Ex 8 – Tank Relief inside Production Area - Acetic Acid,,,20,2023-10-19 13:06:38.980,u887355,0.0,36.516488,-82.534856,True,True,True,1.0,25.0,1.0,170.0,8300.0,False,6.0,5.0,0,1,100.0,False,Volume,,,False,,,,240.0,5.0,Kingsport,False,False,night,,,,,,
152,30,Ex 9 – Tank Relief inside Production Area - Acetic Acid - By Mass,,,20,2023-10-19 13:06:43.743,u887355,0.0,36.516488,-82.534856,True,True,True,1.0,25.0,1.0,170.0,8300.0,False,6.0,5.0,0,1,100.0,False,Mass,176.0,,False,,,,240.0,5.0,Kingsport,False,False,night,,,,,,
153,30,10_prev - Group Exercise – Loss of Condensing,,,20,2023-10-19 13:06:53.487,u887355,0.0,36.523593,-82.537809,True,True,True,,,1.0,187.0,60000.0,False,5.0,15.0,6,0,,False,Mass,60000.0,,False,,,,150.0,10.0,Kingsport,True,False,night,,,,,,
154,30,11_prev - Group Exercise Loss of Condensing,,,20,2023-10-19 13:06:58.190,u887355,0.0,36.523593,-82.537809,True,True,True,,,1.0,100.0,6500.0,False,4.0,28.0,6,0,,True,Mass,100000.0,,False,,,,150.0,10.0,Kingsport,True,False,night,,,,,,
155,30,12_prev - Group Exercise Loss of Condensing - Leaks at 2xMAWP,,,20,2023-10-19 13:07:02.347,u887355,0.0,36.523593,-82.537809,True,True,False,50.0,114.0,1.0,100.0,6500.0,False,1.0,0.0,0,0,125.0,False,Volume,100000.0,,False,,,,150.0,10.0,,False,False,night,,,,,,
156,30,13_prev - Group Exercise Loss of Condensing - Rupture at 4xMAWP,,,20,2023-10-19 13:07:07.520,u887355,0.0,36.523593,-82.537809,True,True,False,100.0,137.0,1.0,100.0,6500.0,True,1.0,0.0,0,0,125.0,False,Volume,100000.0,,False,,,,150.0,10.0,,False,False,night,,,,,,
157,30,10 - Hydrazine Relief - Day and Night Occupancy,,,20,2023-10-19 13:07:08.650,u887355,0.0,36.523497,-82.552161,True,True,True,,,2.0,113.0,10000.0,False,6.0,3.0,0,1,,False,Mass,90000.0,,False,,,,230.0,5.0,Kingsport,False,False,both,1.0,,,,,
158,30,11 - Hydrazine Relief - Day and Night Occupancy - Calculating Average Occupancy,,,20,2023-10-19 13:07:17.000,u887355,0.0,36.523497,-82.552161,True,True,True,,,2.0,113.0,10000.0,False,6.0,3.0,0,1,,False,Mass,90000.0,,False,,,,230.0,2.1667,Kingsport,False,False,both,2.1667,,,,,
159,30,12 - Hydrazine Relief - Day and Night Occupancy - Calculating Average Occupancy - Different Day and Night Occupancy for On-Site,,,20,2023-10-19 13:07:23.763,u887355,0.0,36.523497,-82.552161,True,True,True,,,2.0,113.0,10000.0,False,6.0,3.0,0,1,,False,Mass,90000.0,,False,,,,230.0,2.1667,Kingsport,False,False,both,0.833,,,,,
160,31,"Catastrophic Rupture - A distillation column, rated for 15 psig, is separating methanol and ethylene glycol using 600 psig steam. - EG and Methanol - 205 C - Normal Base Operations",,,20,2023-10-19 13:07:28.700,u887355,0.0,,,True,True,False,15.0,208.0,,,,True,,0.0,0,0,,False,Mass,3000.0,80.0,False,,,,200.0,5.0,Kingsport,True,False,night,,,,,,
161,31,"Catastrophic Rupture - A distillation column, rated for 15 psig, is separating methanol and ethylene glycol using 600 psig steam. - Methanol - 68 C - Normal Column Operation",,,20,2023-10-19 13:07:30.813,u887355,0.0,36.5,-82.5,True,True,False,15.0,68.0,,,,True,,0.0,0,0,,False,Mass,1000.0,80.0,False,,,,200.0,5.0,Kingsport,False,False,night,,,,,,
162,31,"Catastrophic Rupture - A distillation column, rated for 15 psig, is separating methanol and ethylene glycol using 600 psig steam. - Methanol - 68 C - Normal Column Operation - COPY - 04/24/2023 14:53:34 -04:00",,,100,2023-10-19 13:07:35.693,u887355,0.0,36.5,-82.5,True,True,False,15.0,68.0,,,,True,,0.0,0,0,,False,Mass,1000.0,80.0,False,,,,200.0,5.0,,False,False,night,,,,,,
163,31,"Catastrophic Rupture - A distillation column, rated for 15 psig, is separating methanol and ethylene glycol using 600 psig steam. - Methanol - 68 C - Normal Column Operation - COPY - 04/24/2023 14:53:34 -04:00 - COPY - 04/25/2023 10:20:45 -04:00",,,20,2023-10-19 13:07:36.040,u887355,0.0,36.5,-82.5,True,True,False,15.0,68.0,,,,True,,0.0,0,0,,False,Mass,1000.0,80.0,False,,,,200.0,5.0,,False,False,night,,,,,,
164,31,2 - Methanol Tank Failure,,,20,2023-10-19 13:07:39.447,u887355,0.0,,,True,True,False,1.0,25.0,,,,True,,0.0,0,0,300.0,False,Volume,,300.0,False,,,,40.0,3.0,,False,False,night,,,,,,
165,31,3 - Exothermic Reaction - Vessel Rupture due to loss of cooling - Based on Reactants - Rupture 1xMAWP,,,20,2023-10-19 13:07:41.390,u887355,0.0,,,True,True,False,100.0,211.0,,,,True,,0.0,0,0,,False,Mass,6020.0,200.0,False,,,,75.0,8.0,,False,False,night,,,,,,
166,31,3 - PROD - Exothermic Reaction - Vessel Rupture due to loss of cooling - Based on Products - Rupture 1xMAWP - COPY - 04/25/2023 14:46:25 -04:00,,,100,2023-10-19 13:07:47.490,u887355,0.0,,,True,True,False,100.0,211.0,,,,True,,0.0,0,0,,False,Mass,6020.0,200.0,False,,,,75.0,8.0,,False,False,night,,,,,,
167,31,4 - Nat Gas Release - 300 psig,,,20,2023-10-19 13:07:47.917,u887355,0.0,,,False,True,False,300.0,25.0,,,,False,2.0,3.0,0,0,,False,Mass,1000000.0,,False,,,,75.0,0.375,,False,False,night,,,,,,
168,31,5 - Column Failure,,,20,2023-10-19 13:07:52.240,u887355,0.0,,,True,True,False,300.0,180.0,,,,True,,0.0,0,0,,False,Mass,25000.0,40.0,False,,,,100.0,5.0,,False,False,night,,,,,,
169,31,3 - Exothermic Reaction - Vessel Rupture due to loss of cooling - Based on Solvent - Rupture 4xMAWP,,,20,2023-10-19 13:07:54.483,u887355,0.0,,,True,True,False,100.0,289.37,,,,True,,0.0,0,0,,False,Mass,5000.0,200.0,False,,,,75.0,8.0,,False,False,night,,,,,,
170,32,loss of DMA pump - results in backflow of high pressure liquid ,,,0,2023-10-19 13:08:02.673,u858722,22.0,,,True,True,False,464.0,25.0,,,,True,,0.0,0,0,50.0,False,Volume,,112.0,False,1,,,240.0,5.0,Kingsport,False,False,both,3.0,,,,,
171,33,backflow causes high pressure ,,,0,2023-10-19 13:08:06.850,u858722,,,,True,True,False,754.0,150.0,,,,False,0.67,0.0,0,0,17.0,False,Volume,,,False,1,,,190.0,5.0,,False,False,both,2.0,,,,,
172,34,Failure of cooling water on first condenser from synthesis reactor results in high temperature process gas entering brine condenser.  The brine condenser is rated for 60 barg at 50 C and the gas stream is at 150 C.  Assumed failure of reactor.,,,0,2023-10-19 13:08:16.713,u858722,21.0,,,True,True,False,754.0,150.0,,,,False,0.6,6.0,0,0,17.0,False,Volume,,,False, 1 Exchanger failure due to high temperature,,,190.0,5.0,,False,False,both,2.0,,,,,
173,35,"During start up, the reactor is at 130 C and 52 barg.  The off spec material is sent through an exchanger W03 which has a pressure rating of 10 barg.  The material flows through a pipe rated for 16 barg. - the flow will be restricted by changing the hole size until the flow is 4,000 kg/hr which is the start up rate",,,0,2023-10-19 13:08:23.947,u858722,21.0,,,True,True,True,754.0,130.0,700.0,130.0,8800.0,False,0.2,2.0,0,0,17.0,False,Volume,,,False,1 Human Error,,,190.0,5.0,,False,False,both,2.0,,,,,
174,35,Failure of the pressure control valve supressing vaporization results in overpressure of 40 barg piping with up to 52.5 psig material.,,,0,2023-10-19 13:08:36.033,u858722,21.0,,,True,True,True,754.0,150.0,754.0,130.0,15400.0,False,0.25,2.0,0,0,100.0,False,Volume,,,False,2 - Failure of pressure control valve,,,190.0,5.0,,False,False,both,2.0,,,,,
175,36,Closure of the EIV between the crystallizer vent and the methanol column causes pressurization of the crystallizer and failure of the vessel,,,0,2023-10-19 13:08:50.963,u858722,21.0,,,True,True,False,103.0,130.0,,,,True,,2.0,0,0,17.7,False,Volume,,80.0,False,1,,,210.0,5.0,,False,True,both,2.0,,,,,
176,37,The centrifuge and it's seal pot gravity drain to W4.  W4 normally operates at slightly positive pressure but in an overfill or high pressure scenario vapor or liquid could backflow and fill the pot and centrifuge.  The pot and centrifuge are only rated for 0.1 barg and could be overpressured by this flow.,,,0,2023-10-19 13:08:56.133,u858722,21.0,,,True,True,True,52.0,130.0,50.0,150.0,15400.0,False,2.0,7.0,0,0,17.7,False,Volume,,,False,1 - backflow from outlet of centrifuge ,,,210.0,5.0,,False,True,both,2.0,,,,,
177,37,The centrifuge and it's seal pot gravity drain to W4.  W4 normally operates at slightly positive pressure but in an overfill or high pressure scenario vapor or liquid could backflow and fill the pot and centrifuge.  The pot and centrifuge are only rated for 0.1 barg and could be overpressured by this flow. - COPY - 09/29/2023 08:42:55 -04:00,,,0,2023-10-19 13:09:03.497,u858722,21.0,,,True,True,False,100.0,130.0,0.0,130.0,13227.0,False,0.4,7.0,0,0,17.7,False,Volume,,,False,1 - backflow from outlet of centrifuge ,,,210.0,5.0,,False,False,both,2.0,,,,,
